요금제명,입실,퇴실,이용,위치,금액,구분,고객
한국대생 입장권(종일권),2021-11-25 20:56,2021-11-26 3:19,오전 6:23:00,선불기2,7500,퇴실,customer990781
한국대생 입장권(종일권),2021-11-25 20:49,2021-11-26 1:24,오전 4:35:00,선불기2,6000,퇴실,customer200285
한국대생 입장권(종일권),2021-11-25 20:49,2021-11-26 1:24,오전 4:35:00,선불기2,7500,퇴실,customer200285
한국대생 입장권(종일권),2021-11-25 20:38,2021-11-25 21:35,오전 12:57:00,선불기2,6000,퇴실,customer336192
입장권(종일권),2021-11-25 20:34,2021-11-26 8:57,오후 12:22:00,선불기2,6000,퇴실,customer537791
한국대생 입장권(종일권),2021-11-25 20:32,2021-11-25 21:35,오전 1:03:00,선불기2,6000,퇴실,customer537185
한국대생 입장권(종일권),2021-11-25 20:31,2021-11-25 21:35,오전 1:04:00,선불기2,7000,퇴실,customer849890
한국대생 입장권(종일권),2021-11-25 20:30,2021-11-25 21:35,오전 1:05:00,선불기2,5500,퇴실,customer319091
한국대생 입장권(종일권),2021-11-25 20:28,2021-11-25 21:35,오전 1:07:00,선불기2,6000,퇴실,customer640783
한국대생 입장권(종일권),2021-11-25 20:19,2021-11-26 0:01,오전 3:42:00,선불기2,6000,퇴실,customer358633
한국대생 입장권(종일권),2021-11-25 19:54,2021-11-25 23:05,오전 3:11:00,선불기2,6500,퇴실,customer981510
한국대생 입장권(종일권),2021-11-25 19:53,2021-11-25 23:52,오전 3:58:00,선불기2,6000,퇴실,customer775727
한국대생 입장권(종일권),2021-11-25 19:52,2021-11-26 4:55,오전 9:03:00,선불기2,6000,퇴실,customer518484
한국대생 입장권(종일권),2021-11-25 19:52,2021-11-26 4:55,오전 9:03:00,선불기2,6500,퇴실,customer622319
한국대생 입장권(종일권),2021-11-25 19:37,2021-11-26 4:00,오전 8:23:00,선불기2,5500,퇴실,customer393953
한국대생 입장권(종일권),2021-11-25 19:33,2021-11-26 0:13,오전 4:40:00,선불기2,7500,퇴실,customer874664
한국대생 입장권(종일권),2021-11-25 19:33,2021-11-26 0:13,오전 4:40:00,선불기2,6000,퇴실,customer874664
한국대생 입장권(종일권),2021-11-25 19:27,2021-11-26 2:08,오전 6:41:00,선불기2,6000,퇴실,customer866716
시간권,2021-11-25 19:10,2021-11-25 23:26,오전 4:16:00,선불기2,0,퇴실,customer513925
한국대생 입장권(종일권),2021-11-25 19:08,2021-11-26 2:05,오전 6:57:00,선불기2,6000,퇴실,customer712642
한국대생 입장권(종일권),2021-11-25 18:31,2021-11-25 20:08,오전 1:37:00,선불기2,6000,퇴실,customer906526
한국대생 입장권(종일권),2021-11-25 18:31,2021-11-25 20:08,오전 1:37:00,선불기2,5500,퇴실,customer906526
한국대생 입장권(종일권),2021-11-25 18:26,2021-11-25 22:15,오전 3:49:00,선불기2,6000,퇴실,customer532618
한국대생 입장권(종일권),2021-11-25 18:25,2021-11-25 22:15,오전 3:50:00,선불기2,6500,퇴실,customer493591
한국대생 입장권(종일권),2021-11-25 18:12,2021-11-25 22:48,오전 4:36:00,선불기2,6500,퇴실,customer935880
한국대생 입장권(종일권),2021-11-25 17:53,2021-11-26 5:28,오전 11:35:00,선불기2,6000,퇴실,customer354988
한국대생 입장권(종일권),2021-11-25 17:53,2021-11-26 1:06,오전 7:13:00,선불기2,6000,퇴실,customer376589
기간권,2021-11-25 17:51,2021-11-26 1:58,오전 8:07:00,선불기2,0,퇴실,customer300766
한국대생 입장권(종일권),2021-11-25 17:50,2021-11-25 22:48,오전 4:58:00,선불기2,6000,퇴실,customer820131
한국대생 입장권(종일권),2021-11-25 17:35,2021-11-25 21:51,오전 4:15:00,선불기2,5500,퇴실,customer226197
한국대생 입장권(종일권),2021-11-25 17:35,2021-11-25 21:51,오전 4:15:00,선불기2,5500,퇴실,customer226197
한국대생 입장권(종일권),2021-11-25 17:15,2021-11-25 19:03,오전 1:48:00,선불기2,6500,퇴실,customer548741
한국대생 입장권(종일권),2021-11-25 17:14,2021-11-25 19:03,오전 1:49:00,선불기2,5500,퇴실,customer566417
한국대생 입장권(종일권),2021-11-25 17:13,2021-11-25 19:03,오전 1:50:00,선불기2,7000,퇴실,customer775053
한국대생 입장권(종일권),2021-11-25 16:17,2021-11-25 17:39,오전 1:22:00,선불기2,6000,퇴실,customer837154
한국대생 입장권(종일권),2021-11-25 15:25,2021-11-25 19:41,오전 4:16:00,선불기2,7000,퇴실,customer883131
한국대생 입장권(종일권),2021-11-25 15:22,2021-11-25 17:34,오전 2:12:00,선불기2,5500,퇴실,customer970280
한국대생 입장권(종일권),2021-11-25 15:22,2021-11-25 17:34,오전 2:12:00,선불기2,6000,퇴실,customer391945
한국대생 입장권(종일권),2021-11-25 15:15,2021-11-25 19:41,오전 4:26:00,선불기2,6500,퇴실,customer756157
한국대생 입장권(종일권),2021-11-25 15:14,2021-11-25 19:41,오전 4:27:00,선불기2,5500,퇴실,customer550135
한국대생 입장권(종일권),2021-11-25 15:14,2021-11-25 19:41,오전 4:27:00,선불기2,6500,퇴실,customer948000
한국대생 입장권(종일권),2021-11-25 15:07,2021-11-25 16:50,오전 1:43:00,선불기2,6000,퇴실,customer386949
한국대생 입장권(종일권),2021-11-25 15:07,2021-11-25 16:50,오전 1:43:00,선불기2,5500,퇴실,customer386949
한국대생 입장권(종일권),2021-11-25 14:26,2021-11-25 17:39,오전 3:13:00,선불기2,6000,퇴실,customer436773
한국대생 입장권(종일권),2021-11-25 14:26,2021-11-25 17:39,오전 3:13:00,선불기2,5500,퇴실,customer436773
입장권(종일권),2021-11-25 14:12,2021-11-25 17:22,오전 3:10:00,선불기2,6500,퇴실,customer338849
한국대생 입장권(종일권),2021-11-25 13:42,2021-11-25 16:40,오전 2:58:00,선불기2,6000,퇴실,customer488872
한국대생 입장권(종일권),2021-11-25 13:41,2021-11-25 15:28,오전 1:47:00,선불기2,6000,퇴실,customer565587
한국대생 입장권(종일권),2021-11-25 13:39,2021-11-26 4:55,오후 3:16:00,선불기2,5500,퇴실,customer488580
한국대생 입장권(종일권),2021-11-25 13:39,2021-11-26 4:55,오후 3:16:00,선불기2,5500,퇴실,customer488580
한국대생 입장권(종일권),2021-11-25 13:11,2021-11-25 16:41,오전 3:30:00,선불기2,6000,퇴실,customer382580
한국대생 입장권(종일권),2021-11-25 13:05,2021-11-25 14:33,오전 1:28:00,선불기2,6500,퇴실,customer403473
한국대생 입장권(종일권),2021-11-25 13:05,2021-11-25 14:33,오전 1:28:00,선불기2,6500,퇴실,customer403473
한국대생 입장권(종일권),2021-11-25 13:05,2021-11-25 14:33,오전 1:28:00,선불기2,6000,퇴실,customer403473
한국대생 입장권(종일권),2021-11-25 13:05,2021-11-25 14:33,오전 1:28:00,선불기2,7500,퇴실,customer403473
한국대생 입장권(종일권),2021-11-25 13:05,2021-11-25 14:33,오전 1:28:00,선불기2,6500,퇴실,customer403473
한국대생 입장권(종일권),2021-11-25 13:00,2021-11-25 21:49,오전 8:49:00,선불기2,5500,퇴실,customer531365
기간권,2021-11-25 12:57,2021-11-25 20:58,오전 8:01:00,선불기2,0,퇴실,customer570913
한국대생 입장권(종일권),2021-11-25 12:57,2021-11-25 14:38,오전 1:41:00,선불기2,7500,퇴실,customer377408
한국대생 입장권(종일권),2021-11-25 12:54,2021-11-25 17:54,오전 5:00:00,선불기2,7000,퇴실,customer980755
한국대생 입장권(종일권),2021-11-25 12:54,2021-11-25 17:54,오전 5:00:00,선불기2,7000,퇴실,customer980755
한국대생 입장권(종일권),2021-11-25 11:25,2021-11-25 17:52,오전 6:26:00,선불기2,6500,퇴실,customer428026
한국대생 입장권(종일권),2021-11-25 11:25,2021-11-25 17:52,오전 6:27:00,선불기2,7500,퇴실,customer553591
기간권,2021-11-25 8:58,2021-11-25 17:01,오전 8:03:00,선불기2,0,퇴실,customer581973
시간요금제(3시간),2021-11-25 8:06,2021-11-25 10:29,오전 2:23:00,선불기2,7000,퇴실,customer225681
기간권,2021-11-25 7:49,2021-11-25 12:03,오전 4:14:00,선불기2,0,퇴실,customer258946
심야-조조무제한,2021-11-25 2:55,2021-11-25 10:09,오전 7:14:00,선불기2,5000,퇴실,customer846479
심야-조조무제한,2021-11-25 2:54,2021-11-25 10:10,오전 7:15:00,선불기2,5000,퇴실,customer519056
심야-조조무제한,2021-11-25 1:32,2021-11-25 5:57,오전 4:25:00,선불기2,5000,퇴실,customer441627
심야-조조무제한,2021-11-25 1:31,2021-11-25 5:57,오전 4:26:00,선불기2,5000,퇴실,customer565587
한국대생 입장권(종일권),2021-11-25 0:54,2021-11-25 5:07,오전 4:13:00,선불기2,6500,퇴실,customer413448
한국대생 입장권(종일권),2021-11-25 0:32,2021-11-25 3:24,오전 2:51:00,선불기2,5500,퇴실,customer932868
한국대생 입장권(종일권),2021-11-25 0:13,2021-11-25 3:41,오전 3:28:00,선불기2,6000,퇴실,customer901655
한국대생 입장권(종일권),2021-11-25 0:09,2021-11-25 2:10,오전 2:01:00,선불기2,6000,퇴실,customer331905
한국대생 입장권(종일권),2021-11-24 23:28,2021-11-25 8:20,오전 8:52:00,선불기2,7000,퇴실,customer712642
한국대생 입장권(종일권),2021-11-24 23:10,2021-11-25 2:20,오전 3:10:00,선불기2,5500,퇴실,customer510537
한국대생 입장권(종일권),2021-11-24 22:55,2021-11-25 2:09,오전 3:14:00,선불기2,5500,퇴실,customer903463
한국대생 입장권(종일권),2021-11-24 22:03,2021-11-25 2:20,오전 4:17:00,선불기2,6500,퇴실,customer235994
한국대생 입장권(종일권),2021-11-24 21:57,2021-11-25 3:18,오전 5:21:00,선불기2,6500,퇴실,customer973890
한국대생 입장권(종일권),2021-11-24 21:56,2021-11-25 3:38,오전 5:42:00,선불기2,6000,퇴실,customer416722
한국대생 입장권(종일권),2021-11-24 21:56,2021-11-25 3:17,오전 5:21:00,선불기2,7500,퇴실,customer623443
한국대생 입장권(종일권),2021-11-24 21:51,2021-11-25 3:17,오전 5:26:00,선불기2,6000,퇴실,customer637888
시간요금제(1시간),2021-11-24 21:49,2021-11-24 22:53,오전 1:03:00,선불기2,2500,퇴실,customer854958
시간요금제(1시간),2021-11-24 21:49,2021-11-24 22:53,오전 1:03:00,선불기2,2500,퇴실,customer854958
한국대생 입장권(종일권),2021-11-24 21:35,2021-11-25 0:27,오전 2:52:00,선불기2,6500,퇴실,customer290874
한국대생 입장권(종일권),2021-11-24 21:29,2021-11-25 1:03,오전 3:34:00,선불기2,6000,퇴실,customer527484
한국대생 입장권(종일권),2021-11-24 21:29,2021-11-25 1:03,오전 3:34:00,선불기2,5500,퇴실,customer527484
한국대생 입장권(종일권),2021-11-24 21:27,2021-11-25 0:30,오전 3:03:00,선불기2,6000,퇴실,customer842068
한국대생 입장권(종일권),2021-11-24 21:23,2021-11-25 1:19,오전 3:56:00,선불기2,7500,퇴실,customer862024
한국대생 입장권(종일권),2021-11-24 21:15,2021-11-24 22:31,오전 1:16:00,선불기2,6000,퇴실,customer771635
한국대생 입장권(종일권),2021-11-24 21:02,2021-11-25 2:51,오전 5:49:00,선불기2,6500,퇴실,customer582177
한국대생 입장권(종일권),2021-11-24 21:01,2021-11-24 23:13,오전 2:12:00,선불기2,6500,퇴실,customer330056
한국대생 입장권(종일권),2021-11-24 21:01,2021-11-24 23:12,오전 2:11:00,선불기2,5500,퇴실,customer404149
한국대생 입장권(종일권),2021-11-24 21:01,2021-11-24 23:13,오전 2:12:00,선불기2,6000,퇴실,customer496146
한국대생 입장권(종일권),2021-11-24 21:00,2021-11-24 22:25,오전 1:25:00,선불기2,6500,퇴실,customer237486
한국대생 입장권(종일권),2021-11-24 20:59,2021-11-25 2:52,오전 5:53:00,선불기2,6000,퇴실,customer628493
한국대생 입장권(종일권),2021-11-24 20:17,2021-11-25 1:41,오전 5:24:00,선불기2,5500,퇴실,customer220535
한국대생 입장권(종일권),2021-11-24 19:44,2021-11-25 3:24,오전 7:40:00,선불기2,6000,퇴실,customer904879
한국대생 입장권(종일권),2021-11-24 19:44,2021-11-25 3:24,오전 7:40:00,선불기2,5500,퇴실,customer904879
기간권,2021-11-24 19:32,2021-11-24 19:33,오전 12:01:00,선불기2,0,퇴실,customer666446
한국대생 입장권(종일권),2021-11-24 19:24,2021-11-24 22:48,오전 3:24:00,선불기2,6000,퇴실,customer925223
한국대생 입장권(종일권),2021-11-24 19:14,2021-11-24 23:40,오전 4:26:00,선불기2,7500,퇴실,customer299587
한국대생 입장권(종일권),2021-11-24 19:13,2021-11-25 2:24,오전 7:11:00,선불기2,5500,퇴실,customer543786
한국대생 입장권(종일권),2021-11-24 19:11,2021-11-25 2:23,오전 7:12:00,선불기2,5500,퇴실,customer404094
시간요금제(1시간),2021-11-24 19:05,2021-11-24 20:13,오전 1:08:00,선불기2,2500,퇴실,customer261200
시간요금제(1시간),2021-11-24 19:05,2021-11-24 20:13,오전 1:08:00,선불기2,2500,퇴실,customer261200
시간요금제(1시간),2021-11-24 19:05,2021-11-24 20:13,오전 1:08:00,선불기2,2500,퇴실,customer261200
시간요금제(1시간),2021-11-24 19:05,2021-11-24 20:13,오전 1:08:00,선불기2,2500,퇴실,customer261200
한국대생 입장권(종일권),2021-11-24 18:56,2021-11-25 1:30,오전 6:34:00,선불기2,6500,퇴실,customer841820
한국대생 입장권(종일권),2021-11-24 18:55,2021-11-25 1:29,오전 6:34:00,선불기2,7000,퇴실,customer935061
한국대생 입장권(종일권),2021-11-24 18:54,2021-11-25 1:29,오전 6:35:00,선불기2,6000,퇴실,customer392781
입장권(종일권),2021-11-24 18:30,2021-11-25 1:53,오전 7:23:00,선불기2,6500,퇴실,customer856182
한국대생 입장권(종일권),2021-11-24 18:29,2021-11-24 21:26,오전 2:57:00,선불기2,6000,퇴실,customer999474
한국대생 입장권(종일권),2021-11-24 18:17,2021-11-24 21:26,오전 3:09:00,선불기2,6500,퇴실,customer530463
한국대생 입장권(종일권),2021-11-24 18:16,2021-11-24 21:26,오전 3:10:00,선불기2,5500,퇴실,customer319091
한국대생 입장권(종일권),2021-11-24 18:11,2021-11-24 21:26,오전 3:15:00,선불기2,6000,퇴실,customer650211
한국대생 입장권(종일권),2021-11-24 17:55,2021-11-24 20:26,오전 2:31:00,선불기2,7500,퇴실,customer652388
한국대생 입장권(종일권),2021-11-24 17:55,2021-11-24 20:26,오전 2:31:00,선불기2,5500,퇴실,customer652388
기간권,2021-11-24 17:46,2021-11-25 1:53,오전 8:07:00,선불기2,0,퇴실,customer300766
한국대생 입장권(종일권),2021-11-24 17:38,2021-11-24 21:08,오전 3:30:00,선불기2,7500,퇴실,customer530532
한국대생 입장권(종일권),2021-11-24 17:38,2021-11-24 21:08,오전 3:30:00,선불기2,6000,퇴실,customer530532
입장권(종일권),2021-11-24 17:13,2021-11-24 20:47,오전 3:34:00,선불기2,7500,퇴실,customer506745
한국대생 입장권(종일권),2021-11-24 17:05,2021-11-24 21:44,오전 4:39:00,선불기2,6500,퇴실,customer424920
한국대생 입장권(종일권),2021-11-24 17:05,2021-11-24 21:44,오전 4:39:00,선불기2,6000,퇴실,customer424920
입장권(종일권),2021-11-24 14:16,2021-11-24 17:40,오전 3:24:00,선불기2,6500,퇴실,customer338849
한국대생 입장권(종일권),2021-11-24 14:11,2021-11-24 18:19,오전 4:08:00,선불기2,5500,퇴실,customer751540
한국대생 입장권(종일권),2021-11-24 13:52,2021-11-24 21:15,오전 7:23:00,선불기2,7500,퇴실,customer287259
한국대생 입장권(종일권),2021-11-24 13:32,2021-11-24 16:34,오전 3:02:00,선불기2,6000,퇴실,customer208002
한국대생 입장권(종일권),2021-11-24 13:10,2021-11-24 18:17,오전 5:07:00,선불기2,6000,퇴실,customer542500
한국대생 입장권(종일권),2021-11-24 12:59,2021-11-24 17:47,오전 4:48:00,선불기2,7500,퇴실,customer662393
한국대생 입장권(종일권),2021-11-24 12:59,2021-11-24 17:47,오전 4:48:00,선불기2,7500,퇴실,customer662393
한국대생 입장권(종일권),2021-11-24 12:58,2021-11-24 14:38,오전 1:40:00,선불기2,7000,퇴실,customer336925
기간권,2021-11-24 12:57,2021-11-24 20:57,오전 8:00:00,선불기2,0,퇴실,customer570913
한국대생 입장권(종일권),2021-11-24 12:54,2021-11-24 14:38,오전 1:44:00,선불기2,6500,퇴실,customer750322
한국대생 입장권(종일권),2021-11-24 12:53,2021-11-24 14:46,오전 1:53:00,선불기2,5500,퇴실,customer514880
한국대생 입장권(종일권),2021-11-24 12:53,2021-11-24 14:47,오전 1:54:00,선불기2,6000,퇴실,customer907614
한국대생 입장권(종일권),2021-11-24 12:52,2021-11-24 14:42,오전 1:50:00,선불기2,6000,퇴실,customer578471
한국대생 입장권(종일권),2021-11-24 12:52,2021-11-24 14:42,오전 1:50:00,선불기2,7000,퇴실,customer235924
한국대생 입장권(종일권),2021-11-24 12:45,2021-11-24 15:41,오전 2:56:00,선불기2,5500,퇴실,customer771594
한국대생 입장권(종일권),2021-11-24 12:03,2021-11-24 17:34,오전 5:31:00,선불기2,6500,퇴실,customer840045
한국대생 입장권(종일권),2021-11-24 11:23,2021-11-24 18:17,오전 6:54:00,선불기2,6500,퇴실,customer859632
시간권,2021-11-24 10:54,2021-11-24 13:26,오전 2:32:00,선불기2,0,퇴실,customer240843
시간요금제(1시간),2021-11-24 10:40,2021-11-24 11:31,오전 12:51:00,선불기2,2500,퇴실,customer565995
한국대생 입장권(종일권),2021-11-24 10:39,2021-11-24 12:42,오전 2:03:00,선불기2,6000,퇴실,customer533118
기간권,2021-11-24 9:02,2021-11-24 18:21,오전 9:19:00,선불기2,0,퇴실,customer396532
기간권,2021-11-24 8:56,2021-11-24 17:05,오전 8:09:00,선불기2,0,퇴실,customer581973
기간권,2021-11-24 6:59,2021-11-24 11:31,오전 4:32:00,선불기2,0,퇴실,customer258946
심야-조조무제한,2021-11-24 5:25,2021-11-24 7:29,오전 2:04:00,선불기2,5000,퇴실,customer467294
심야-조조무제한,2021-11-24 5:25,2021-11-24 7:29,오전 2:04:00,선불기2,5000,퇴실,customer467294
심야-조조무제한,2021-11-24 5:25,2021-11-24 7:29,오전 2:04:00,선불기2,5000,퇴실,customer467294
심야-조조무제한,2021-11-24 5:25,2021-11-24 7:29,오전 2:04:00,선불기2,5000,퇴실,customer467294
심야-조조무제한,2021-11-24 3:07,2021-11-24 8:00,오전 4:53:00,선불기2,5000,퇴실,customer688522
심야-조조무제한,2021-11-24 2:16,2021-11-24 7:59,오전 5:43:00,선불기2,5000,퇴실,customer760585
심야-조조무제한,2021-11-24 2:16,2021-11-24 7:59,오전 5:43:00,선불기2,5000,퇴실,customer760585
심야-조조무제한,2021-11-24 2:16,2021-11-24 7:59,오전 5:43:00,선불기2,5000,퇴실,customer760585
심야-조조무제한,2021-11-24 2:16,2021-11-24 7:59,오전 5:43:00,선불기2,5000,퇴실,customer760585
심야-조조무제한,2021-11-24 2:07,2021-11-24 5:53,오전 3:46:00,선불기2,5000,퇴실,customer715199
심야-조조무제한,2021-11-24 2:07,2021-11-24 5:53,오전 3:46:00,선불기2,5000,퇴실,customer774627
